Soil_Resistivity,Ground_Resistance,Ambient_Temperature,Soil_Moisture,Leakage_Current,Fault_Current_Events,Corrosion_Level,Maintenance Required
67.45071229516849,4.619484349268802,26.62410862512809,33.65590803194178,1.290531371385541,2,0.06675025485075692,0
57.92603548243223,4.239706946330215,29.27740664642241,39.42485222797821,1.8516390186580318,2,0.11644552408471143,0
69.71532807151038,3.547704295936139,26.037900395000193,14.08847936326449,1.4930829001963917,1,0.5964745775439524,0
82.84544784612038,2.982450577835541,28.4601923518048,38.940327147929196,0.9937930908917598,1,0.2749791919736402,1
56.48769937914996,4.058578650890872,20.531926665231072,20.093185442704524,1.3285994851779637,2,0.07964512903476584,0
56.487945645762295,3.8147883083373997,31.066468536864694,17.163157835981412,1.0796674127348935,3,0.42960274344854676,0
83.68819223261087,4.216154576022186,30.006027376811122,6.7622334439273635,1.203940092347364,1,0.5543225980836554,1
71.51152093729362,4.008137441345576,25.914556844659046,6.846784025086092,1.0371944739257482,2,0.32874598834960655,0
52.95788421097572,4.339642172255468,33.296228342162024,29.220393958132913,1.1178323970573043,1,0.720433702225778,0
68.13840065378947,3.0718118307515456,34.68785068813279,21.027514805190975,1.3060466765370875,2,0.6437706081012446,0
53.04873460781307,4.55391525250746,21.962200678155128,12.928256911263698,0.7033206502090246,1,0.33281836109167195,0
53.01405369644615,3.6580796837539196,26.18637610716893,26.488960721383144,0.6920605865050108,1,0.7548725289085606,0
63.629434073490515,5.160208698100212,26.15428825106351,13.850034138753891,0.5057287230843944,3,0.6486950425330354,1
31.300796330133032,2.948649745528346,25.300484494455677,25.21711140205479,0.399864447748145,3,0.6374453787179021,0
34.12623251230451,4.888771042532199,34.14737420965874,17.57230614439416,0.5913586538897603,1,0.553427700787068,0
51.56568706138541,3.658328626770118,29.030869306135983,33.82432793141366,1.2797312534020646,0,0.011389668088552796,0
44.80753319498364,2.9788655971084412,28.677425793446947,33.724365626837276,0.7536062422540579,3,0.6965071834768891,0
64.71370998892911,3.1128913327565426,19.980688177966233,21.707263934284047,1.456807232115548,3,0.3760417911091565,0
46.37963886718184,3.2437221534445437,33.17709015104613,17.278668826725546,1.2173568743762808,3,0.9426097101586556,0
38.81544447997062,3.839332757121533,23.80370802573264,17.68959287956831,0.2157478932809731,0,0.8179847710772054,0
81.98473153382331,3.9182683904283997,30.299663151331643,33.200008398387624,1.5274877921108447,0,0.5876944695313122,1
56.61335549270196,3.0410399968491366,31.386884689790957,16.48628189791642,1.605399322795855,0,0.25218198181926943,0
61.012923070318855,3.4805163261912138,36.80329297919326,12.31707807973961,0.7030686625825733,4,0.20371739327766658,0
38.62877720679815,5.213816286889491,23.45589800440444,7.964091965635739,1.4100957714474958,1,0.3403848376775491,0
51.834259132122256,4.882034536080569,14.902439220895873,21.334259230954295,0.7717508812954005,3,0.4765679435800185,0
61.663838845647994,3.8490589357392255,30.919247723768475,21.874623462194467,1.2488351883741677,0,0.2960655100389471,0
42.73509633866546,3.5304027825345603,39.00255590755427,34.43180486410175,0.5677507965225171,0,0.5149294953924828,0
65.63547027518509,3.596025061374609,36.19473176469719,12.743354375612238,0.30344677373271156,4,0.16537042551318593,0
50.99041965121793,3.9908143781843335,31.048297076373128,18.334694578393997,1.0085914051935156,1,0.9777128128254999,0
55.62459375310085,2.6817659478412756,27.541819071839765,33.29420086127918,1.138135526862582,2,0.10792455496499387,0
50.97440081655905,3.294098770061324,34.03561298318655,33.82682637621407,1.001160153192698,4,0.9319441396543721,0
87.78417276763406,2.1651327408979286,25.132269001477656,18.461387659256886,0.6079847208887202,1,0.9135780114026949,1
59.79754162893099,3.8193784980842236,32.3817888467811,21.069340815033833,1.0000504689344314,0,0.525360481819498,0
44.13433606566149,4.017756751762192,32.52735079583314,15.615006179724903,1.334647376290367,1,0.7249102718360844,0
72.33817368154783,3.1134508301605006,35.3010495374944,37.639420744675924,1.1775534849387315,2,0.4360482979725878,0
41.68734525043467,4.759189410632026,43.79830019455539,9.15253180095531,1.2912505152996068,1,0.6300345775424382,0
63.132953925071334,2.519387469598127,31.962079835893835,37.68122980505145,0.8649423997728836,1,0.3405759374211187,0
30.604948141803366,2.328500095832144,27.455181871462507,28.935325814237014,1.7858589573580796,1,0.30115901978544535,0
40.07720926652354,3.6795614548479776,29.87212843904003,23.605025344035592,0.6119133317226096,3,0.5782297861695137,0
62.952918538036855,4.337678642089724,21.15462047555441,6.143067127457355,1.4437801485433592,1,0.49812967418398035,0
